fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.4,0.15,0.29,1.8,0.044,21,115,0.99166,3.1,0.38,10.2,5
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7
6.8,0.23,0.31,2.8,0.047,40,122,0.99126,3.06,0.64,10.9,7
6.8,0.21,0.31,2.9,0.046,40,121,0.9913,3.07,0.65,10.9,7
6.6,0.28,0.42,8.2,0.044,60,196,0.99562,3.14,0.48,9.4,5
6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7
6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,7
6,0.19,0.29,1.1,0.047,67,152,0.9916,3.54,0.59,11.1,7
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6
6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,6
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7
5.3,0.32,0.23,9.65,0.026,26,119,0.99168,3.18,0.53,12.2,6
7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,6
6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,8
6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,6
8.8,0.39,0.35,1.8,0.096,22,80,0.99016,2.95,0.54,12.6,6
7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6
6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
7.1,0.18,0.39,14.5,0.051,48,156,0.99947,3.35,0.78,9.1,5
7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,6
7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5
6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,5
6,0.16,0.22,1.6,0.042,36,106,0.9905,3.24,0.32,11.4,6
6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6
5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,7
7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,8
6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
6.1,0.36,0.26,8.15,0.035,14,88,0.99031,3.06,0.27,13,7
7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,6
7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6
7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5
6,0.23,0.15,9.7,0.048,101,207,0.99571,3.05,0.3,9.1,5
5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,6
6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5
6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,6
7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,5
8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6
7.3,0.2,0.29,19.5,0.039,69,237,1.00037,3.1,0.48,9.2,6
8.1,0.2,0.28,0.9,0.023,49,87,0.99062,2.92,0.36,11.1,6
8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6
7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6
6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7
7.4,0.28,0.36,14.6,0.048,35,161,0.9968,3.14,0.56,10.6,5
6.7,0.22,0.22,1.2,0.038,5,124,0.99098,3.1,0.37,11.2,4
6.3,0.32,0.32,1.5,0.037,12,76,0.98993,3.3,0.46,12.3,6
7.7,0.24,0.3,1.4,0.041,15,102,0.9929,3.26,0.53,10.4,6
6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
6.8,0.16,0.18,1.8,0.046,31,114,0.99226,3.27,0.55,10.8,6
7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,7
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
6.4,0.24,0.23,2,0.046,30,133,0.9908,3.12,0.54,11.4,7
7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,5
7,0.29,0.37,1.6,0.035,34,126,0.99058,3.26,0.47,12.3,6
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4
6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7
6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7
5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7
6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7
7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6
6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6
6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6
6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5
6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5
7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6
6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5
6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5
5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8
6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5
7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6
7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5
6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6
6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6
6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5
6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6
7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6
7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,5
7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5
7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5
6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6
6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5
6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6
7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5
7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6
6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6
5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7
7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6
6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5
8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5
8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,5
6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5
6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5
7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5
6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5
8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5
6,0.3,0.33,2.1,0.042,31,127,0.98964,3.32,0.42,12.5,6
5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5
6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5
7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6
7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5
6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,6
7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7
6.5,0.29,0.53,1.7,0.04,41,192,0.9922,3.26,0.59,10.4,7
6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6
6.3,0.22,0.27,4.5,0.036,81,157,0.9928,3.05,0.76,10.7,7
6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5,6
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7
6.5,0.46,0.24,11.5,0.051,56,171,0.99588,3.08,0.56,9.8,6
7.2,0.4,0.24,8.5,0.055,45,151,0.99626,3.2,0.52,9.2,5
6,0.28,0.27,4.1,0.046,50,147,0.99126,3.27,0.56,11.6,6
7.6,0.19,0.37,13.1,0.033,52,151,0.99726,3.18,0.79,10.4,6
6.9,0.19,0.38,1.15,0.023,30,105,0.99047,3.11,0.38,11.4,5
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5
7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1,6
6.8,0.27,0.22,17.8,0.034,16,116,0.9989,3.07,0.53,9.2,5
6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,6
6.8,0.16,0.36,1.3,0.034,32,98,0.99058,3.02,0.58,11.3,6
6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,5
7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
7.4,0.36,0.32,1.9,0.036,27,119,0.99196,3.15,0.49,11.2,6
6.1,0.17,0.21,1.9,0.09,44,130,0.99255,3.07,0.41,9.7,5
6.2,0.24,0.28,12.2,0.049,54,133,0.9952,3.19,0.37,10.7,6
7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6
6.5,0.36,0.16,1.3,0.054,11,107,0.99398,3.19,0.39,8.5,5
5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6
7.4,0.26,0.29,3.7,0.048,14,73,0.9915,3.06,0.45,11.4,6
6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5,7
6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,5
6.6,0.23,0.32,1.5,0.041,8,72,0.98949,3.22,0.39,12.7,6
6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6
5.8,0.24,0.28,1.4,0.038,40,76,0.98711,3.1,0.29,13.9,7
6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6
6.3,0.34,0.52,6.3,0.047,63,186,0.99481,3.18,0.44,9.6,5
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7
6.3,0.17,0.32,1,0.04,39,118,0.98886,3.31,0.4,13.1,8
5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6
7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,5
8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,6
6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,5
6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,6
5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6
7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,6
6.6,0.31,0.37,6.2,0.052,13,164,0.99602,3.24,0.39,8.8,4
7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4
5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,7
6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5
5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,6
6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,6
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6
6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,6
7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,5
5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,6
6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,5
6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,6
7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5
7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,6
7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,6
7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,5
6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,6
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5
7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,5
6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,5
7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6
6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6
7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,6
7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,5
6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6
6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5
6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5
6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,6
6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,6
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,6
5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7
6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,6
6.6,0.38,0.28,2.8,0.043,17,67,0.98924,3.21,0.47,13.2,6
6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,6
6.7,0.28,0.28,4.5,0.051,14,92,0.99224,3.36,0.58,11.9,6
6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35,6
6.3,0.39,0.22,2.8,0.048,53,173,0.99304,3.24,0.45,9.8,5
6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
6.3,0.25,0.27,6.6,0.054,40,158,0.99378,3.2,0.48,10.3,5
4.7,0.145,0.29,1,0.042,35,90,0.9908,3.76,0.49,11.3,6
6.2,0.3,0.33,3.5,0.037,37,155,0.98987,3.18,0.37,12.4,6
6.8,0.31,0.25,10.5,0.043,30,165,0.9972,3.36,0.55,10.55,6
5.8,0.61,0.01,8.4,0.041,31,104,0.9909,3.26,0.72,14.05,7
6.4,0.28,0.23,6,0.051,50,162,0.994,3.15,0.52,10.2,5
6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,5
7.1,0.28,0.26,2.8,0.039,50,118,0.9908,3.06,0.59,11.2,6
5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,6
6.4,0.37,0.19,3.5,0.068,18,101,0.9934,3.03,0.38,9,6
7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6
6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,6
7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6
7.1,0.09,0.3,6.2,0.032,24,134,0.993,2.99,0.39,10.9,6
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6
5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6
6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6
6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6
6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7,7
8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,5
5.7,0.22,0.28,1.3,0.027,26,101,0.98948,3.35,0.38,12.5,7
6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,6
8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6
6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,6
6.6,0.28,0.3,12.9,0.033,31,177,0.99479,3.12,0.39,11.2,6
6.2,0.36,0.27,3.2,0.032,13,73,0.98942,2.9,0.69,12.6,7
5.8,0.34,0.21,7.2,0.041,48,146,0.99441,3.16,0.49,9.8,5
7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,5
6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,5
5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,7
6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,6
6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.13333333,7
7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,6
6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4
6.9,0.19,0.31,19.25,0.043,38,167,0.99954,2.93,0.52,9.1,7
6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,6
6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,7
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
7.2,0.33,0.28,1.4,0.034,26,109,0.99246,3.28,0.57,10.6,6
5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,6
6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,6
7.2,0.21,0.31,10.5,0.035,36,122,0.99478,3.12,0.4,10.6,6
7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,5
5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6
6,0.14,0.37,1.2,0.032,63,148,0.99185,3.32,0.44,11.2,5
6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,6
6.2,0.15,0.27,11,0.035,46,116,0.99602,3.12,0.38,9.1,6
5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75,7
5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8
6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4,7
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
6.8,0.27,0.3,13,0.047,69,160,0.99705,3.16,0.5,9.6,6
5.6,0.3,0.1,6.4,0.043,34,142,0.99382,3.14,0.48,9.8,5
6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6
4.7,0.785,0,3.4,0.036,23,134,0.98981,3.53,0.92,13.8,6
6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,6
6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,7
5.1,0.26,0.34,6.4,0.034,26,99,0.99449,3.23,0.41,9.2,6
5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5
7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6
6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6
5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6
5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5
5.6,0.295,0.26,1.1,0.035,40,102,0.99154,3.47,0.56,10.6,6
5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,4
6.8,0.34,0.36,8.9,0.029,44,128,0.99318,3.28,0.35,11.95,7
4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,6
6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5
5.2,0.25,0.23,1.4,0.047,20,77,0.99001,3.32,0.62,11.4,5
6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667,6
7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6
5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6
5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,6
6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,7
5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,6
5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,7
