1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1062,887,0,None,3,1Fam,TA,No,750,0,GLQ,Unf,1,0,Gd,300,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,GdPrv,TA,1,PConc,2,Typ,574,2,TA,Fin,TA,Attchd,1993,1949,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9938,Inside,80,Reg,0,60,RL,246,BrkFace,None,0,6,SawyerW,90,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1050,AllPub,156,1993,1994,2010
672,252,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,672,Y,Artery,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,Po,1,CBlock,1,Typ,576,2,TA,Unf,TA,Detchd,2003,924,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,8064,Corner,60,Reg,0,50,RL,0,None,Shed,2000,7,NAmes,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,672,AllPub,0,1949,2006,2007
1383,0,0,None,3,1Fam,TA,Mn,1064,0,BLQ,Unf,1,0,Gd,319,Y,PosN,Norm,SBrkr,0,TA,TA,Wd Sdng,Plywood,GdPrv,Gd,1,PConc,1,Typ,354,1,TA,Unf,TA,Attchd,1954,1383,0,GasA,TA,1Story,1,TA,Lvl,Gtl,13284,Inside,115.2562363,Reg,0,20,RL,0,None,None,0,6,Sawyer,116,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1383,AllPub,511,1954,1954,2008
858,0,0,None,2,1Fam,TA,No,322,0,ALQ,Unf,0,0,TA,536,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,684,1,TA,Unf,TA,Detchd,1979,858,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7340,Inside,85.67379996,IR1,0,20,RL,0,None,None,0,6,NAmes,0,6,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,858,AllPub,0,1971,1971,2007
1670,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1670,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,690,3,TA,RFn,TA,Attchd,2006,1670,0,GasA,Ex,1Story,1,Gd,HLS,Gtl,14859,CulDSac,50,IR1,0,20,RL,27,BrkFace,None,0,8,Gilbert,60,5,7,Y,0,None,CompShg,Hip,Partial,New,0,Pave,7,1670,AllPub,144,2006,2006,2006
1391,571,0,None,3,1Fam,Gd,Mn,464,0,GLQ,Unf,0,0,Gd,927,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,868,3,TA,RFn,TA,Attchd,2006,1962,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8760,Inside,73,Reg,0,60,RL,0,None,None,0,8,CollgCr,90,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1391,AllPub,0,2006,2006,2006
1188,561,0,None,2,1Fam,TA,No,1088,0,LwQ,Unf,0,0,TA,0,Y,Norm,Norm,SBrkr,244,TA,TA,VinylSd,VinylSd,MnWw,None,0,BrkTil,1,Typ,456,2,TA,Unf,TA,Detchd,1963,1869,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,8820,Corner,98,Reg,120,50,RM,0,None,None,0,9,OldTown,0,6,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1088,AllPub,48,1890,1996,2009
965,0,0,None,3,1Fam,TA,No,641,0,BLQ,Unf,1,0,TA,187,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,MnPrv,None,0,CBlock,1,Typ,300,1,TA,Unf,TA,Detchd,1979,965,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,7800,Corner,60,Reg,0,20,RH,0,None,None,0,7,SawyerW,0,5,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,828,AllPub,421,1965,1965,2006
696,720,0,None,3,Twnhs,TA,No,604,0,ALQ,Unf,1,0,Gd,92,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,None,0,PConc,2,Typ,484,2,TA,Unf,TA,Detchd,1999,1416,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2572,FR2,24,Reg,0,160,FV,0,None,None,0,5,Somerst,44,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,696,AllPub,0,1999,1999,2010
1098,0,0,None,3,1Fam,TA,No,902,0,ALQ,Unf,1,0,TA,196,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,260,1,TA,Unf,TA,Attchd,1955,1098,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7390,Inside,85.9651092,IR1,0,20,RL,151,BrkFace,None,0,7,NAmes,0,7,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1098,AllPub,0,1955,1955,2008
1136,883,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,728,N,RRAn,Feedr,SBrkr,0,Gd,TA,HdBoard,HdBoard,GdPrv,None,0,BrkTil,1,Typ,532,2,TA,Unf,TA,Detchd,1997,2019,0,GasA,TA,2Story,1,Gd,Lvl,Gtl,11414,Corner,60,IR1,0,70,RL,0,None,None,0,10,BrkSide,135,8,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,728,AllPub,509,1910,1993,2009
916,826,0,Grvl,4,1Fam,TA,No,216,0,BLQ,Unf,0,0,TA,700,Y,Artery,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,None,Gd,1,BrkTil,1,Typ,424,2,TA,Unf,TA,Attchd,1925,1742,1,GasA,Gd,2Story,1,Gd,Lvl,Gtl,17671,Corner,121,Reg,0,70,RM,0,None,None,0,11,OldTown,169,9,8,P,0,None,CompShg,Gable,Normal,WD,0,Pave,8,916,AllPub,0,1882,1986,2009
1020,831,0,None,3,1Fam,TA,Gd,536,117,BLQ,Rec,0,0,TA,169,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnWw,Fa,1,CBlock,2,Typ,440,2,TA,RFn,TA,Attchd,1964,1851,1,GasA,Gd,2Story,1,Gd,Lvl,Mod,9760,Inside,80,Reg,0,60,RL,340,BrkFace,None,0,7,NAmes,42,8,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,822,AllPub,239,1964,1993,2007
1504,0,0,None,1,TwnhsE,TA,No,16,0,GLQ,Unf,0,0,Gd,1330,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,457,2,TA,Fin,TA,Attchd,2005,1504,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3182,Inside,43,Reg,0,120,RL,16,BrkFace,None,0,5,Blmngtn,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1346,AllPub,156,2005,2006,2009
1710,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1710,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,550,2,TA,Fin,TA,Attchd,2004,1710,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12118,CulDSac,43,IR1,0,20,RL,108,Stone,None,0,4,Mitchel,48,5,7,Y,0,None,CompShg,Hip,Normal,WD,180,Pave,7,1710,AllPub,100,2004,2005,2009
1082,0,0,None,2,1Fam,Fa,No,336,0,BLQ,Unf,0,0,TA,746,Y,Artery,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,Gd,1,CBlock,1,Typ,240,1,TA,Unf,TA,Detchd,1948,1082,0,GasA,TA,1Story,1,TA,Lvl,Gtl,11664,Inside,60,Reg,0,20,RL,206,BrkFace,None,0,11,NAmes,130,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1082,AllPub,0,1948,1950,2007
802,670,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,384,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,402,2,TA,RFn,TA,Attchd,1991,1472,1,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,10784,FR2,103.8460399,IR1,0,80,RL,76,BrkFace,None,0,5,Gilbert,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,384,AllPub,164,1991,1992,2007
672,546,0,None,3,Twnhs,TA,No,317,0,BLQ,Unf,0,1,TA,355,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,264,1,TA,Unf,TA,Detchd,1972,1218,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,1680,Inside,21,Reg,0,160,RM,281,BrkFace,None,0,5,BrDale,28,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,672,AllPub,0,1972,1972,2006
1352,1168,0,None,5,1Fam,Gd,No,1012,0,GLQ,Unf,1,0,Gd,326,Y,Norm,Norm,SBrkr,0,Gd,Gd,MetalSd,MetalSd,None,TA,1,PConc,2,Typ,796,3,TA,RFn,TA,Attchd,1993,2520,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,14541,Corner,120.5860688,IR1,0,60,RL,0,None,None,0,11,NoRidge,55,7,8,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,10,1338,AllPub,209,1993,1993,2006
954,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,920,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,Gd,1,PConc,1,Typ,240,1,TA,Unf,Fa,Basment,1938,954,0,GasA,Ex,1Story,1,Fa,Bnk,Gtl,6305,Inside,50,Reg,0,30,RL,0,None,None,0,6,Crawfor,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,920,AllPub,0,1938,1950,2007
845,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,0,N,Norm,Norm,SBrkr,0,Gd,TA,Wd Sdng,Wd Sdng,None,None,0,Slab,1,Typ,290,1,TA,Unf,TA,Detchd,1957,845,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,11500,CulDSac,59.91111111,IR1,0,20,RL,0,None,None,0,1,Edwards,0,3,4,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,0,AllPub,186,1957,1957,2009
930,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,308,1,TA,Unf,TA,Detchd,1946,930,0,GasA,Ex,1Story,1,Gd,Low,Gtl,11100,Inside,60,Reg,0,20,RL,0,None,None,0,4,Edwards,0,7,4,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,0,AllPub,0,1946,2006,2010
1316,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1316,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,440,2,TA,Fin,TA,Attchd,2007,1316,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11175,Corner,103,IR1,0,20,RL,0,None,None,0,10,CollgCr,20,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,6,1316,AllPub,0,2007,2007,2007
1127,850,0,None,4,1Fam,TA,No,442,0,Rec,Unf,0,1,TA,374,Y,Artery,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,GdPrv,TA,1,CBlock,1,Typ,540,2,TA,RFn,TA,Attchd,1964,1977,1,GasA,TA,2Story,1,TA,Lvl,Gtl,9500,Corner,100,Reg,0,60,RL,272,BrkCmn,None,0,6,NAmes,52,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,816,AllPub,0,1964,1978,2007
1526,0,0,None,4,1Fam,TA,Av,383,0,Rec,Unf,0,0,TA,833,Y,Norm,Norm,FuseA,0,TA,TA,HdBoard,HdBoard,None,Gd,1,CBlock,1,Min2,364,1,TA,Unf,TA,Basment,1957,1526,0,GasA,Ex,1Story,1,TA,Lvl,Mod,8562,Inside,68,Reg,0,20,RL,145,Stone,None,0,5,Edwards,78,6,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1216,AllPub,116,1957,2002,2010
1364,0,0,None,2,TwnhsE,TA,Av,659,0,GLQ,Unf,1,0,Gd,705,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,484,2,TA,RFn,TA,Attchd,2005,1364,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7052,Inside,43,IR1,0,120,RL,240,Stone,None,0,6,NridgHt,36,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1364,AllPub,192,2005,2005,2006
1096,895,0,None,3,1Fam,TA,Mn,297,557,Rec,LwQ,0,0,TA,0,Y,Norm,Norm,SBrkr,19,TA,TA,MetalSd,MetalSd,None,Gd,1,CBlock,1,Typ,432,2,Fa,Unf,TA,Detchd,1977,1991,1,GasA,TA,1.5Fin,1,TA,HLS,Mod,11275,Corner,106.1838029,IR1,0,50,RL,480,BrkFace,None,0,3,Crawfor,0,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,854,AllPub,0,1932,1950,2007
1422,915,0,Grvl,5,2fmCon,None,None,0,0,None,None,0,0,None,662,N,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,2,Min2,560,2,TA,Unf,TA,Detchd,1945,2337,0,GasA,TA,2Story,2,TA,Lvl,Gtl,13600,Inside,85,Reg,0,190,RM,0,None,None,0,9,OldTown,57,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,10,662,AllPub,0,1900,1950,2007
698,728,0,None,3,1Fam,TA,No,535,0,BLQ,Unf,0,0,TA,155,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,MnPrv,None,0,CBlock,1,Typ,440,2,TA,Fin,TA,Attchd,1977,1426,1,GasA,TA,2Story,1,TA,Bnk,Gtl,7950,Corner,75,IR1,0,60,RL,140,BrkFace,None,0,7,Edwards,0,6,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,690,AllPub,252,1977,1977,2009
1096,0,0,None,3,1Fam,TA,Mn,75,791,BLQ,Rec,1,0,TA,230,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,Plywood,None,None,0,CBlock,1,Typ,299,1,TA,Fin,TA,Attchd,1969,1096,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,15870,Corner,125.9761882,IR1,0,20,RL,0,None,None,0,3,NAmes,32,5,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,1096,AllPub,240,1969,1969,2006
990,0,0,None,3,1Fam,TA,No,495,0,GLQ,Unf,0,0,Gd,495,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,PConc,1,Typ,299,1,TA,Unf,TA,Attchd,1996,990,0,GasA,Gd,1Story,1,TA,Lvl,Gtl,8775,Inside,65,Reg,0,20,RL,0,None,None,0,4,CollgCr,64,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,990,AllPub,0,1994,1994,2007
1390,304,0,None,4,1Fam,TA,No,423,0,Rec,Unf,0,0,TA,758,Y,Norm,Norm,SBrkr,128,TA,TA,MetalSd,MetalSd,None,Gd,1,PConc,2,Typ,576,2,TA,Unf,TA,Detchd,1925,1694,0,GasA,Fa,1.5Fin,1,TA,Bnk,Gtl,8400,Inside,60,Reg,0,50,RL,0,None,None,0,6,SWISU,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1181,AllPub,342,1925,1950,2008
1200,0,0,None,1,1Fam,TA,Mn,661,0,GLQ,Unf,1,0,TA,203,Y,Feedr,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,MnPrv,None,0,CBlock,1,Typ,884,2,TA,Unf,TA,Detchd,1977,1200,1,GasA,Gd,1Story,1,Gd,Lvl,Gtl,9230,Corner,71,Reg,0,20,RL,166,BrkFace,None,0,10,NAmes,64,8,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,864,AllPub,0,1965,1998,2006
1314,0,0,None,3,1Fam,TA,No,24,0,GLQ,Unf,0,0,Gd,1290,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,440,2,TA,RFn,TA,Attchd,2006,1314,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,9317,Inside,78,IR1,0,20,RL,0,None,None,0,3,CollgCr,22,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1314,AllPub,0,2006,2006,2007
1500,1122,0,None,3,1Fam,TA,Av,1032,0,GLQ,Unf,1,0,Ex,431,Y,Norm,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,None,TA,2,PConc,2,Typ,712,2,TA,RFn,TA,Attchd,1994,2622,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12256,Corner,98,IR1,0,60,RL,362,BrkFace,None,0,4,NoRidge,32,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1463,AllPub,186,1994,1995,2010
1442,0,0,None,3,1Fam,TA,Mn,738,0,GLQ,Unf,1,0,Gd,172,Y,Feedr,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,719,2,TA,Fin,TA,Attchd,1990,1442,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,10357,Corner,114,IR1,0,20,RL,0,None,None,0,5,SawyerW,244,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,910,AllPub,0,1990,1991,2007
773,885,0,None,3,1Fam,TA,No,219,0,GLQ,Unf,1,0,Gd,554,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,431,2,TA,Fin,TA,Attchd,1995,1658,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,8000,Inside,89.4427191,Reg,0,60,RL,0,None,None,0,6,Gilbert,84,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,773,AllPub,224,1995,1996,2008
1098,866,0,None,4,1Fam,TA,No,403,0,ALQ,Unf,0,0,TA,400,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,Gd,1,CBlock,2,Typ,483,2,TA,RFn,TA,Attchd,1976,1964,1,GasA,TA,2Story,1,TA,Lvl,Gtl,10480,Inside,80,Reg,0,60,RL,660,BrkFace,None,0,9,NWAmes,69,6,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,803,AllPub,0,1976,1976,2008
1008,0,0,None,2,1Fam,TA,No,643,0,BLQ,Unf,1,0,TA,365,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,240,1,TA,Unf,TA,Attchd,1953,1008,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,8923,Inside,66,Reg,0,20,RL,0,None,None,0,5,NAmes,18,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1008,AllPub,0,1953,2006,2007
1021,580,0,None,3,1Fam,None,None,0,0,None,None,0,1,None,533,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Min2,300,1,TA,RFn,TA,BuiltIn,1958,1601,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,13825,Inside,85,Reg,0,80,RL,0,None,None,0,12,Sawyer,34,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,533,AllPub,280,1958,1987,2008
1040,0,0,None,3,1Fam,TA,No,369,0,LwQ,Unf,0,0,TA,671,Y,Norm,Norm,FuseA,252,TA,TA,BrkFace,Wd Sdng,GdWo,None,0,CBlock,1,Typ,286,1,TA,RFn,TA,Attchd,1959,1040,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7560,Inside,70,Reg,0,20,RL,0,None,None,0,7,NAmes,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1040,AllPub,140,1959,1959,2006
847,1112,0,None,4,1Fam,None,None,0,0,None,None,0,0,None,847,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,434,2,TA,Fin,TA,BuiltIn,2004,1959,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11796,Inside,59,IR1,0,60,RL,0,None,None,0,7,Gilbert,48,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,847,AllPub,100,2004,2005,2007
1178,1032,0,None,5,1Fam,None,None,0,0,None,None,0,0,None,1008,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,BrkTil,2,Typ,205,1,TA,Unf,Fa,Detchd,1930,2210,0,GasW,TA,2Story,1,Fa,Lvl,Gtl,9900,Inside,90,Reg,0,70,RM,0,None,None,0,5,OldTown,48,4,6,N,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1008,AllPub,0,1880,1950,2007
1142,878,0,None,3,1Fam,TA,No,584,0,GLQ,Unf,0,0,Gd,544,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,466,2,TA,RFn,TA,Attchd,1995,2020,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9828,Inside,80,IR1,0,60,RL,0,None,None,0,6,SawyerW,155,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1128,AllPub,0,1995,1995,2009
986,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,960,N,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,1,BrkTil,1,Typ,180,1,TA,Unf,TA,Detchd,1926,986,0,GasA,TA,1Story,1,TA,Lvl,Gtl,6180,Corner,60,Reg,0,30,RM,0,None,None,0,5,BrkSide,128,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,960,AllPub,0,1926,1950,2007
902,918,0,None,4,1Fam,TA,Gd,454,0,ALQ,Unf,0,0,TA,410,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,GdPrv,Gd,2,CBlock,1,Typ,492,2,TA,Unf,TA,Attchd,1965,1820,2,GasA,TA,2Story,1,Gd,Lvl,Gtl,13700,Inside,117.0469991,IR1,0,60,RL,288,Stone,None,0,5,NAmes,84,6,7,Y,0,None,CompShg,Gable,Normal,WD,273,Pave,8,864,AllPub,60,1965,1988,2008
1265,0,96,None,3,1Fam,TA,Gd,633,0,ALQ,Unf,0,1,TA,586,Y,Norm,Norm,SBrkr,0,Gd,TA,BrkFace,BrkFace,MnPrv,Gd,1,PConc,2,Typ,502,2,TA,RFn,TA,Attchd,1965,1265,0,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,9350,Inside,85,Reg,0,80,RL,0,None,None,0,10,NAmes,92,8,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1219,AllPub,0,1965,1999,2008
1580,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1580,Y,Feedr,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,830,3,TA,RFn,TA,Attchd,2008,1580,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11932,FR2,92,Reg,0,20,RL,186,Stone,None,0,6,Somerst,24,5,8,Y,0,None,CompShg,Gable,Partial,ConLD,0,Pave,7,1580,AllPub,0,2007,2008,2008
1236,872,0,None,4,1Fam,TA,No,626,0,Rec,Unf,0,0,TA,501,Y,Norm,Norm,SBrkr,0,TA,TA,Stucco,Stucco,None,TA,2,CBlock,2,Typ,540,2,TA,Unf,TA,Basment,1935,2108,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,13728,Corner,120,Reg,0,70,RL,0,None,None,0,7,Edwards,0,7,6,Y,0,None,CompShg,Hip,Normal,WD,90,Pave,7,1127,AllPub,0,1935,1986,2008
1831,1796,0,None,4,1Fam,TA,Gd,1387,0,GLQ,Unf,1,0,Ex,543,Y,Norm,Norm,SBrkr,0,Gd,Gd,HdBoard,HdBoard,None,TA,1,PConc,3,Typ,807,3,TA,Fin,TA,Attchd,1995,3627,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,35760,CulDSac,118,IR1,0,60,RL,1378,BrkFace,None,0,7,NoRidge,76,5,10,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,10,1930,AllPub,361,1995,1996,2006
1572,0,0,None,3,1Fam,TA,Gd,1159,0,Rec,Unf,1,0,TA,413,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,TA,2,CBlock,1,Typ,995,3,TA,RFn,TA,2Types,1963,1572,1,GasA,Gd,1Story,1,TA,Lvl,Mod,35133,Inside,50,Reg,0,20,RL,226,BrkFace,None,0,5,Timber,263,4,5,Y,0,None,CompShg,Hip,Normal,WD,263,Grvl,5,1572,AllPub,0,1963,1963,2007
1014,685,0,None,3,2fmCon,TA,Mn,440,0,BLQ,Unf,1,0,Fa,538,Y,Artery,Artery,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,2,Typ,420,2,Fa,Unf,Fa,CarPort,1920,1699,0,GasA,TA,2Story,2,TA,Bnk,Mod,10615,Corner,107,IR1,0,190,RL,0,None,None,0,8,OldTown,74,5,3,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,7,978,AllPub,0,1900,1970,2009
842,630,0,Grvl,3,1Fam,None,None,0,0,None,None,0,0,None,702,Y,Norm,Norm,SBrkr,84,TA,TA,VinylSd,VinylSd,GdWo,None,0,PConc,1,Typ,250,1,Fa,Unf,TA,Detchd,1925,1472,0,GasA,Gd,1.5Fin,1,Gd,Lvl,Gtl,9600,Inside,60,Reg,0,50,RM,0,None,None,0,7,OldTown,0,8,5,P,0,None,CompShg,Gambrel,Normal,WD,0,Pave,6,702,AllPub,0,1925,1994,2007
884,464,0,None,3,1Fam,None,None,0,0,None,None,1,0,None,884,Y,Norm,Norm,SBrkr,208,TA,TA,Wd Sdng,Wd Sdng,None,Fa,1,BrkTil,1,Typ,216,1,TA,Unf,TA,Detchd,1960,1348,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,6000,Corner,50,Reg,0,50,RM,0,None,None,0,5,BrkSide,0,8,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,884,AllPub,0,1925,1997,2009
