1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
829,727,0,None,4,1Fam,TA,No,298,0,Rec,Unf,0,0,TA,429,Y,RRAn,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,441,2,TA,Unf,TA,Attchd,1968,1556,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,11700,Inside,78,Reg,0,60,RL,0,None,None,0,5,NWAmes,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,727,AllPub,0,1968,1968,2009
1002,454,0,None,4,1Fam,None,None,0,0,None,None,1,1,None,810,Y,Artery,Norm,FuseA,0,TA,TA,MetalSd,MetalSd,None,TA,1,CBlock,1,Typ,280,1,TA,Unf,TA,Detchd,1954,1456,0,GasA,Fa,1.5Fin,1,TA,Lvl,Gtl,7585,Inside,50,Reg,0,50,RL,0,None,None,0,8,Edwards,0,3,5,P,0,None,CompShg,Gable,Normal,WD,0,Pave,7,810,AllPub,0,1948,1950,2006
1240,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,1240,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,826,3,TA,RFn,TA,Attchd,2006,1240,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8556,Inside,74,Reg,0,20,RL,0,None,None,0,5,CollgCr,93,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1240,AllPub,140,2006,2006,2007
960,780,0,None,3,1Fam,TA,No,410,0,BLQ,Unf,0,0,TA,390,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,Gd,2,CBlock,1,Typ,240,1,TA,Unf,TA,Attchd,1940,1740,1,GasA,TA,2Story,1,TA,Lvl,Gtl,13125,Inside,75,Reg,0,70,RL,0,None,None,0,7,Crawfor,0,6,7,Y,0,None,CompShg,Gable,Normal,CWD,0,Pave,6,800,AllPub,0,1940,1984,2007
1096,370,0,Grvl,3,1Fam,TA,No,626,0,ALQ,Unf,0,1,Fa,170,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,None,TA,1,CBlock,2,Min1,566,2,TA,Unf,TA,Attchd,1950,1466,0,GasA,Gd,1.5Fin,1,Gd,Lvl,Gtl,10800,Inside,60,Reg,0,50,RL,0,None,Shed,500,4,OldTown,21,8,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,796,AllPub,436,1936,1989,2006
848,0,0,None,1,TwnhsE,TA,Mn,662,0,GLQ,Unf,1,0,Gd,186,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,1,Typ,420,2,TA,RFn,TA,Attchd,2004,848,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4435,Inside,37,Reg,0,120,RM,169,BrkFace,None,0,5,CollgCr,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,3,848,AllPub,140,2004,2004,2006
1258,0,216,None,3,1Fam,TA,No,656,0,ALQ,Unf,0,1,TA,602,Y,Norm,Norm,SBrkr,0,Gd,Gd,VinylSd,VinylSd,None,None,0,CBlock,2,Typ,528,2,TA,RFn,TA,Attchd,1971,1258,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11040,Inside,80,Reg,0,20,RL,144,BrkFace,None,0,10,NWAmes,0,7,6,Y,0,None,CompShg,Gable,Abnorml,COD,0,Pave,5,1258,AllPub,55,1971,2004,2008
1040,0,0,None,3,1Fam,TA,No,824,0,ALQ,Unf,1,0,TA,216,Y,Feedr,Norm,SBrkr,220,TA,TA,HdBoard,HdBoard,MnPrv,None,0,CBlock,1,Typ,308,1,TA,Fin,TA,Attchd,1963,1040,1,GasA,Fa,1Story,1,TA,Lvl,Gtl,7500,Corner,75,Reg,0,20,RL,0,None,None,0,6,Sawyer,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1040,AllPub,0,1963,1963,2010
1459,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1459,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,527,2,TA,RFn,TA,Attchd,2002,1459,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8749,Inside,70,Reg,0,20,RL,100,BrkFace,None,0,9,CollgCr,39,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1459,AllPub,192,2002,2002,2007
1251,0,0,None,3,1Fam,TA,No,553,0,BLQ,Unf,1,0,TA,698,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,MnPrv,Gd,2,CBlock,1,Typ,461,1,TA,RFn,TA,Attchd,1964,1251,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8800,Inside,80,Reg,0,20,RL,425,BrkFace,Shed,700,3,NAmes,116,6,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,1251,AllPub,0,1964,1964,2006
691,807,0,None,3,1Fam,TA,No,592,0,ALQ,Unf,0,0,Gd,99,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,409,2,TA,Fin,TA,Attchd,1995,1498,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,13031,Corner,114.1534056,IR2,0,60,RL,0,None,None,0,7,Gilbert,44,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,691,AllPub,315,1995,1996,2006
996,0,0,None,2,1Fam,TA,Av,747,0,GLQ,Unf,1,0,Gd,189,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,PConc,1,Typ,564,2,TA,Unf,TA,Attchd,1992,996,0,GasA,Ex,SFoyer,1,Gd,Lvl,Gtl,9069,Inside,73,Reg,0,85,RL,0,None,None,0,4,SawyerW,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,936,AllPub,120,1992,1992,2010
546,546,0,None,3,TwnhsE,TA,No,334,0,BLQ,Unf,0,0,TA,212,Y,Norm,Norm,SBrkr,0,TA,TA,CemntBd,CmentBd,None,None,0,CBlock,1,Typ,286,1,TA,RFn,TA,Attchd,1973,1092,1,GasA,TA,2Story,1,TA,Lvl,Gtl,1974,Inside,44.42971978,Reg,0,160,RM,0,None,None,0,5,MeadowV,96,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,546,AllPub,120,1973,1973,2010
1082,871,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1082,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,1043,3,TA,RFn,TA,Attchd,2005,1953,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10574,Inside,85,Reg,0,60,FV,0,None,None,0,5,Somerst,50,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1082,AllPub,160,2005,2006,2009
970,739,0,None,3,Twnhs,None,None,0,0,None,None,0,0,None,970,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Maj1,380,2,TA,Unf,TA,Detchd,2004,1709,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2522,Inside,24,Reg,0,160,RM,50,Stone,None,0,4,Edwards,40,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,970,AllPub,0,2004,2004,2006
1247,0,0,Pave,1,TwnhsE,TA,No,1039,0,GLQ,Unf,1,0,Gd,208,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,Gd,1,PConc,1,Typ,550,2,TA,Fin,TA,Attchd,2005,1247,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3316,Inside,37,IR1,0,120,FV,0,None,None,0,4,Somerst,84,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,1247,AllPub,0,2005,2005,2006
1040,0,0,None,2,Duplex,None,None,0,0,None,None,0,0,None,0,N,Norm,Norm,FuseA,0,TA,TA,BrkFace,BrkFace,None,None,0,Slab,2,Typ,400,2,TA,Unf,TA,Detchd,1987,1040,0,Wall,Fa,1Story,2,TA,Lvl,Gtl,8544,Corner,60,Reg,0,90,RL,0,None,None,0,6,NAmes,0,4,3,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,0,AllPub,0,1950,1950,2009
624,628,0,Pave,2,Twnhs,TA,No,510,0,BLQ,Unf,1,0,Gd,90,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,None,0,PConc,2,Typ,462,2,TA,Unf,TA,Detchd,1999,1252,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,2160,Inside,24,Reg,0,160,FV,212,BrkFace,None,0,3,Somerst,48,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,600,AllPub,0,1999,2000,2008
936,0,0,None,2,1Fam,TA,No,248,240,BLQ,Rec,1,0,TA,448,Y,Norm,Norm,SBrkr,80,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,308,1,TA,Fin,TA,Attchd,1956,936,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,5868,Inside,74,Reg,0,20,RL,0,None,None,0,5,NAmes,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,160,Pave,4,936,AllPub,0,1956,2000,2010
1088,0,0,None,2,TwnhsE,None,None,0,0,None,None,0,0,None,1074,Y,Norm,Norm,SBrkr,137,TA,Gd,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,461,2,TA,RFn,TA,Attchd,1987,1088,1,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3696,Inside,60.79473661,Reg,0,120,RL,0,None,None,0,10,StoneBr,74,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1074,AllPub,0,1986,1986,2007
757,567,0,None,3,1Fam,TA,No,672,0,BLQ,Unf,0,0,TA,0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,BrkTil,1,Typ,240,1,TA,Unf,TA,Detchd,1936,1324,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,6000,Inside,50,Reg,0,50,RM,0,None,None,0,7,BrkSide,0,6,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,672,AllPub,0,1936,1950,2009
1601,0,0,None,3,1Fam,TA,No,704,0,ALQ,Unf,0,0,Gd,567,Y,RRAn,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,1,CBlock,2,Typ,478,2,TA,RFn,TA,Attchd,1978,1601,0,GasA,TA,1Story,1,TA,Lvl,Gtl,11880,Inside,82,IR1,0,20,RL,206,BrkFace,None,0,4,NWAmes,0,5,7,Y,0,None,CompShg,Gable,Abnorml,COD,0,Pave,7,1271,AllPub,0,1978,1978,2009
438,0,0,None,1,1Fam,Fa,No,290,0,Rec,Unf,0,0,TA,0,N,Norm,Norm,FuseF,0,TA,TA,Wd Sdng,Wd Sdng,None,None,0,CBlock,1,Typ,246,1,TA,Unf,TA,Detchd,1930,438,0,GasA,TA,1Story,1,Fa,Bnk,Gtl,8400,Inside,60,Reg,0,30,RL,0,None,None,0,1,SWISU,0,5,2,N,0,None,CompShg,Gable,Normal,WD,0,Pave,3,290,AllPub,0,1920,1950,2009
950,0,0,None,3,1Fam,TA,No,412,287,BLQ,LwQ,0,0,TA,251,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,MetalSd,None,None,0,CBlock,1,Typ,280,1,TA,Unf,TA,Detchd,1981,950,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9758,Inside,61,IR1,0,20,RL,0,None,None,0,7,NAmes,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,950,AllPub,0,1971,1971,2007
1134,0,0,None,2,1Fam,TA,No,588,0,Rec,Unf,0,0,TA,422,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,MnWw,None,0,CBlock,1,Typ,254,1,TA,RFn,TA,Attchd,1960,1134,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7000,Inside,70,Reg,0,20,RL,45,BrkFace,None,0,4,NAmes,16,7,5,Y,0,None,CompShg,Gable,Family,WD,0,Pave,6,1010,AllPub,0,1960,2002,2007
1194,0,0,None,3,1Fam,TA,Mn,655,0,ALQ,Unf,0,1,TA,0,Y,Norm,Norm,SBrkr,192,TA,TA,BrkFace,BrkFace,None,Fa,1,CBlock,1,Typ,539,2,TA,Fin,TA,BuiltIn,1954,1194,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8910,Corner,79,Reg,0,20,RL,0,None,None,0,7,NAmes,0,6,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,6,655,AllPub,0,1959,1959,2006
630,672,0,None,3,TwnhsE,None,None,0,0,None,None,0,0,None,630,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,2,Typ,440,2,TA,Unf,TA,Detchd,1970,1302,1,GasA,TA,2Story,1,TA,Lvl,Gtl,2016,Inside,24,Reg,0,160,RM,304,BrkFace,None,0,4,BrDale,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,630,AllPub,0,1970,1970,2007
887,1134,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,868,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,422,2,TA,RFn,TA,BuiltIn,2006,2021,1,GasA,Ex,2Story,1,Gd,HLS,Gtl,23257,CulDSac,168,IR3,0,60,RL,0,None,None,0,9,Gilbert,100,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,9,868,AllPub,0,2006,2006,2006
948,742,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,924,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,463,2,TA,RFn,TA,Attchd,2000,1690,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,8063,Inside,89.79420917,Reg,0,60,RL,0,None,None,0,11,Gilbert,48,5,6,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,7,924,AllPub,100,2000,2000,2007
1836,0,0,None,3,1Fam,TA,Mn,1039,0,GLQ,Unf,1,0,Ex,797,Y,Norm,Norm,SBrkr,0,TA,Gd,MetalSd,MetalSd,None,Gd,1,PConc,2,Typ,862,3,TA,Fin,TA,Attchd,2004,1836,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11362,Inside,107,IR1,0,20,RL,42,Stone,None,0,3,NridgHt,185,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1836,AllPub,125,2004,2005,2009
816,0,0,None,2,1Fam,TA,No,708,0,GLQ,Unf,1,0,TA,108,Y,Norm,Norm,FuseA,0,TA,TA,WdShing,Wd Shng,None,None,0,CBlock,1,Typ,308,1,TA,Unf,TA,Detchd,1957,816,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7100,Corner,73,IR1,0,20,RL,0,None,None,0,7,NAmes,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,816,AllPub,0,1957,1957,2006
833,0,0,None,2,1Fam,TA,No,415,0,Rec,Unf,0,0,TA,418,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,MnPrv,None,0,CBlock,1,Typ,326,1,TA,Unf,TA,Detchd,1955,833,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,5400,Inside,90,Reg,0,20,RL,0,None,None,0,8,OldTown,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,833,AllPub,0,1954,2000,2006
1734,0,0,None,3,1Fam,TA,No,1004,0,GLQ,Unf,1,0,Ex,730,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,928,3,TA,RFn,TA,Attchd,2007,1734,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,12085,Inside,93,Reg,0,20,RL,328,Stone,None,0,11,NridgHt,0,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,7,1734,AllPub,0,2007,2007,2007
779,640,0,None,3,1Fam,TA,No,353,0,GLQ,Unf,1,0,Gd,55,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,527,2,TA,Fin,TA,BuiltIn,2002,1419,1,GasA,Ex,SLvl,1,Gd,Lvl,Gtl,7750,Inside,88.03408431,Reg,0,80,RL,0,None,None,0,3,Gilbert,0,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,408,AllPub,120,2002,2002,2009
894,0,0,None,3,1Fam,TA,No,702,0,BLQ,Unf,1,0,TA,192,Y,Feedr,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,450,2,TA,RFn,TA,Attchd,1967,894,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9764,FR2,57,IR1,0,20,RL,0,None,None,0,5,Sawyer,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,894,AllPub,0,1967,2003,2008
1012,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,1012,Y,Norm,Norm,FuseA,112,TA,TA,BrkFace,BrkFace,MnPrv,Gd,1,BrkTil,1,Typ,308,1,TA,Unf,TA,Detchd,1920,1012,0,GasA,TA,1Story,1,TA,Bnk,Mod,8263,Inside,59,Reg,0,30,RM,0,None,None,0,5,IDOTRR,22,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1012,AllPub,0,1920,1950,2007
1552,0,0,None,3,1Fam,TA,Av,24,0,GLQ,Unf,0,0,Gd,1528,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,None,0,PConc,2,Typ,782,3,TA,RFn,TA,Attchd,2005,1552,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10084,Inside,84,Reg,0,20,RL,196,BrkFace,None,0,7,CollgCr,20,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1552,AllPub,144,2005,2006,2006
960,0,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,672,Y,Norm,Norm,FuseA,0,TA,TA,AsbShng,AsbShng,MnPrv,None,0,CBlock,1,Typ,288,1,TA,Unf,TA,Basment,1956,960,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8926,Corner,94.47751055,IR1,0,20,RL,0,None,None,0,10,Edwards,0,3,4,Y,0,None,CompShg,Gable,Abnorml,COD,160,Pave,5,672,AllPub,64,1956,1956,2009
812,670,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,384,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,TA,1,PConc,2,Typ,392,2,TA,Fin,TA,Attchd,1992,1482,1,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,9125,Inside,95.52486587,IR1,0,80,RL,170,BrkFace,None,0,7,Gilbert,25,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,384,AllPub,100,1992,1992,2007
1005,0,0,None,2,1Fam,None,None,0,0,None,None,0,0,None,1005,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,None,TA,1,CBlock,1,Typ,672,2,Fa,Unf,Fa,Detchd,1977,1005,0,GasA,TA,1Story,1,Fa,Lvl,Gtl,10434,Inside,60,Reg,0,20,RL,0,None,None,0,11,NAmes,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1005,AllPub,0,1955,1955,2009
1555,0,0,None,2,TwnhsE,None,None,0,0,None,None,0,0,None,1373,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,660,3,TA,Fin,TA,Attchd,2007,1555,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,3684,Inside,53,Reg,0,120,RL,130,BrkFace,None,0,6,Blmngtn,20,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1373,AllPub,143,2007,2007,2009
1530,0,0,None,3,1Fam,TA,Av,1300,0,GLQ,Unf,1,0,Gd,230,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,Gd,1,PConc,2,Typ,630,3,TA,Fin,TA,Attchd,2004,1530,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,14572,Corner,182,IR3,0,20,RL,0,None,None,0,11,Gilbert,36,5,7,Y,0,None,CompShg,Hip,Family,WD,0,Pave,7,1530,AllPub,144,2004,2004,2007
936,0,0,Grvl,2,Duplex,TA,Gd,936,0,GLQ,Unf,1,0,Gd,0,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,None,0,CBlock,1,Typ,672,2,TA,Unf,TA,Detchd,1980,936,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,7200,Inside,60,Reg,0,90,RM,180,BrkFace,None,0,8,OldTown,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,936,AllPub,49,1980,1980,2007
1328,653,0,None,4,1Fam,TA,No,622,0,BLQ,Unf,1,0,TA,500,Y,Norm,Norm,SBrkr,0,TA,TA,WdShing,Plywood,MnPrv,TA,2,BrkTil,2,Min2,576,2,TA,Unf,TA,Detchd,1981,1981,0,GasA,TA,1.5Fin,1,Gd,Lvl,Gtl,7804,Inside,65,Reg,0,50,RL,0,None,None,0,12,SWISU,44,3,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1122,AllPub,431,1928,1950,2009
916,684,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,916,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,None,TA,1,PConc,2,Typ,460,2,TA,Fin,TA,Attchd,1997,1600,1,GasA,Gd,2Story,1,TA,HLS,Gtl,8773,Inside,57,IR1,0,60,RL,0,None,None,0,8,Gilbert,38,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,916,AllPub,100,1997,1997,2007
1032,220,0,None,3,1Fam,TA,No,280,0,BLQ,Unf,0,0,TA,752,Y,Norm,Norm,FuseA,96,TA,TA,VinylSd,VinylSd,None,None,0,CBlock,1,Typ,288,1,TA,Unf,TA,Attchd,1950,1252,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,9600,Inside,80,Reg,0,50,RL,0,None,None,0,4,NAmes,0,5,6,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,1032,AllPub,0,1950,1950,2008
1567,0,0,None,2,1Fam,TA,Gd,1567,0,ALQ,Unf,1,0,TA,0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,ImStucc,None,TA,2,PConc,2,Typ,714,2,TA,RFn,TA,Attchd,1977,1567,0,GasA,TA,1Story,1,Gd,Lvl,Mod,9819,Inside,99.09086739,IR1,0,20,RL,0,None,None,0,5,Mitchel,32,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1567,AllPub,264,1977,1977,2009
1167,0,0,None,3,1Fam,TA,No,645,0,BLQ,Unf,0,0,TA,270,Y,Norm,Norm,SBrkr,216,Fa,TA,Stucco,Stucco,None,Gd,1,BrkTil,1,Maj1,495,2,TA,Unf,TA,Detchd,1972,1167,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8731,Inside,98,IR1,0,30,RL,0,None,None,0,5,BrkSide,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,126,Pave,6,915,AllPub,0,1920,1950,2007
952,0,0,None,2,1Fam,TA,Mn,852,0,ALQ,Unf,1,0,TA,100,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,None,None,0,CBlock,1,Typ,840,2,TA,Unf,TA,Detchd,1988,952,0,GasA,TA,1Story,1,TA,Lvl,Gtl,7350,Corner,60,Reg,0,20,RL,0,None,None,0,6,NAmes,0,7,5,Y,0,None,CompShg,Gable,Abnorml,COD,0,Pave,4,952,AllPub,0,1951,1951,2008
1088,780,0,None,4,1Fam,TA,No,381,0,ALQ,Unf,1,0,TA,399,Y,PosN,Norm,SBrkr,0,Gd,TA,Plywood,Plywood,None,TA,1,CBlock,2,Typ,484,2,TA,Unf,TA,Attchd,1976,1868,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10304,CulDSac,59.91111111,IR1,0,60,RL,44,BrkFace,None,0,10,NWAmes,96,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,780,AllPub,448,1976,1976,2009
1466,1362,0,None,4,1Fam,TA,Gd,1150,0,GLQ,Unf,1,0,Ex,316,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,None,TA,1,PConc,3,Typ,1052,3,TA,RFn,TA,BuiltIn,2006,2828,0,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9965,Inside,77,Reg,0,60,RL,340,Stone,None,0,4,CollgCr,144,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,11,1466,AllPub,125,2006,2007,2007
672,252,0,None,2,2fmCon,TA,No,348,0,BLQ,Unf,1,0,Gd,324,N,Norm,Norm,FuseA,0,Fa,TA,MetalSd,MetalSd,MnPrv,None,0,BrkTil,1,Typ,280,1,TA,Unf,TA,Detchd,1941,924,0,Grav,Fa,1.5Fin,1,Fa,Lvl,Gtl,12180,Inside,60,Reg,0,190,RL,0,None,None,0,7,Edwards,0,4,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,672,AllPub,0,1941,1950,2010
1042,534,0,None,3,1Fam,None,None,0,0,None,None,0,0,None,1042,Y,Norm,Norm,SBrkr,0,TA,TA,MetalSd,MetalSd,None,Gd,1,BrkTil,1,Typ,225,1,TA,Unf,TA,Detchd,1928,1576,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,6240,Inside,52,Reg,0,50,RM,0,None,None,0,8,BrkSide,0,6,5,Y,0,None,CompShg,Gable,Family,WD,0,Pave,8,1042,AllPub,0,1928,1950,2006
1298,0,0,None,3,1Fam,TA,No,1258,0,GLQ,Unf,1,0,Gd,40,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,Wd Shng,None,TA,1,CBlock,2,Typ,403,2,TA,Unf,TA,Attchd,1985,1298,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,11200,Inside,105.8300524,Reg,0,20,RL,85,BrkFace,None,0,5,SawyerW,26,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1298,AllPub,165,1985,1985,2006
